Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
FOXM1_26456572_ChIP-Seq_MCF7_Human	34/2000	0.0000000000272193491049843995471935140710738787635236679562922290642745792865753173828125	0.00000000029621056378953613913906019560590664185806275554568856023252010345458984375	-1.159558791180852	25.440662538731747	FOXA1;RBM47;EHF;STEAP4;RASEF;TMPRSS4;ATP2C2;SCEL;CDH3;FAM110C;P2RY2;PERP;KIAA1522;MYO6;MAP7;MAL2;ITGB6;RHPN2;FAM83B;EXPH5;GALNT3;ANXA3;SHROOM3;COBL;KRT7;GRHL3;CGN;TC2N;GRHL2;MPP7;KLF5;ELF3;MYO5C;KCNK1
POU5F1_18692474_ChIP-Seq_MESC_Mouse	55/4232	0.0000000000003235542501549208710471385563447340957300701891341532245860435068607330322265625	0.00000000000478860290229282840682151046611241137183900828944160821265541017055511474609375	-0.9602289230597169	25.028157949790067	FOXA1;EHF;SLC44A3;F11R;PRSS22;BAIAP2L1;CDH3;CDH1;LIPH;PRSS8;SLC12A8;PLEKHG3;FGFBP1;SHROOM3;COBL;TMC5;HDHD3;OVOL2;CLDN4;CLDN3;SPINT1;ELF3;SCNN1A;IRF6;EPHA1;SMPDL3B;LLGL2;CDS1;LAMA5;SDC4;PPAP2C;LYPD3;PRKCZ;PRRG4;MUC1;EPB41L1;MARVELD3;SFN;RHPN2;ST14;JUP;GRTP1;GRHL3;GRHL2;PLEKHA7;FA2H;TSPAN15;KLF5;HOOK2;TMEM54;GJB3;LCN2;KCNK1;TJP3;PTPN3
EGR1_20690147_ChIP-Seq_ERYTHROLEUKEMIA_Human	79/6207	0.0000000000000000005790393433012216962877571405176713316297520076165387774291826161743301781825721263885498046875	0.0000000000000000133902848138407516544320109599498050543388423291976847828710361909543280489742755889892578125	-0.6337942595807461	24.624175995324833	FOXA1;DDR1;TINAGL1;STEAP4;GOLT1A;ITGB4;WWC1;PRSS22;C1ORF210;LRRC1;BAIAP2L1;PPP1R13L;CDH1;AIM1L;PLEKHG3;ARRDC1;ANXA3;ARHGEF16;COBL;LSR;OVOL1;TMC4;RHOD;EPN3;SULT2B1;ITPKC;CLDN3;CLDN7;B3GNT3;VWA1;PKP3;EPHA1;CDS1;GRB7;LAMA5;SDC4;LYPD3;ATP2C2;PRKCZ;PPL;FAM83H;MUC1;GPR110;FAM83F;KLC3;ALS2CL;RAB20;EPB41L1;S100A16;PRRG2;ERBB2;KIAA1522;MARVELD3;RNF39;MAP7;STAP2;EPS8L2;C19ORF33;TSPAN1;CNNM4;EXPH5;ST14;GPR56;JUP;GRTP1;CMTM4;PLEKHA6;GRHL1;PLEKHA7;MAPK13;EFNA1;FA2H;KRT19;HOOK2;LCN2;PVRL4;KCNK1;CYB561;PTPN3
KLF4_18555785_ChIP-Seq_MESC_Mouse	36/2444	0.000000000323525719381272137095838480804073887531213671309160417877137660980224609375	0.000000003069346568488991839227463497008496773332808515988290309906005859375	-1.1970501237333016	23.464338482596926	SLC44A3;SDC4;WWC1;PPAP2C;CBLC;PPL;EVPL;IGSF9;LRRC1;BAIAP2L1;ALS2CL;CDH3;EPB41L1;P2RY2;ERBB2;TSPAN1;SLC12A8;PLEKHG3;ST14;ARRDC1;USP43;SERPINB5;BSPRY;TSPAN15;ITPKC;CLDN4;CLDN3;KLF5;SPINT1;TMEM54;VWA1;F2RL1;PRR15;ELMO3;IRF6;CRB3
TET1_21490601_ChIP-Seq_MESC_Mouse	34/1994	0.000000000025156083706826493489286418803511057029620445746331824921071529388427734375	0.000000000282053059743206128155892635313620707415704913501031114719808101654052734375	-1.0425846714849096	22.925317093651593	LAD1;TINAGL1;SDC4;LYPD3;MST1R;PRKCZ;IGSF9;ALS2CL;TMEM125;MARVELD2;ERBB3;EPB41L1;ERBB2;RNF39;PAK6;CNNM4;PLEKHG3;JUP;USP43;ARHGEF16;SHROOM3;TMC5;FHDC1;EFNA1;CLDN3;KLF5;SPINT1;GJB3;ESRP2;PKP3;KCNK1;EPHA1;ARHGEF5;PTPN3
GATA2_19941826_ChIP-Seq_K562_Human	31/2410	0.000000130528789414244181914462740283500163940288985031656920909881591796875	0.0000008472921418117604800226451422506812605206505395472049713134765625	-1.6284404620190023	22.767584825660517	DDR1;EHF;SDC4;GOLT1A;SPINT2;F11R;RAB20;EPB41L1;CDH1;P2RY2;KIAA1522;TSPAN1;PLS1;EXPH5;JUP;PLEKHG6;TMC5;TPD52L1;HDHD3;TTC39A;PLEKHA7;MAPK13;SULT2B1;CNKSR1;C1ORF116;KRT19;CLDN3;ELF3;KCNK1;CD46;CYB561
MTF2_20144788_ChIP-Seq_MESC_Mouse	45/2981	0.000000000000549821484266814855541231809239869599242704623076605230380664579570293426513671875	0.00000000000753459071032301785970073911561633987245267807253412684076465666294097900390625	-0.8815406201315195	22.577592229419142	FOXA1;LAD1;ITGB4;RASEF;TACSTD2;LAMC2;PPL;CXCL16;EPB41L4B;MUC1;RAB20;BAIAP2L1;CDH3;EPB41L1;P2RY2;PERP;MARVELD3;ERBB2;RNF39;MAL2;CNNM4;PLEKHG3;DSP;TMEM30B;GPR56;GALNT3;ATP8B1;USP43;CMTM4;STARD10;SHROOM3;FHDC1;OVOL1;TTC39A;OVOL2;EFNA1;FA2H;CLDN3;TMEM54;MYO5B;SCNN1A;PRR15;MANSC1;KCNK1;SERINC2
TCF3_18347094_ChIP-ChIP_MESC_Mouse	33/2221	0.000000001585939646979685958417827048205946127712451243496616370975971221923828125	0.00000001333631066778372311414329991208216341647130320779979228973388671875	-1.241181189304105	22.506059731819153	LAMA5;SLC44A3;EHF;SDC4;LAMC2;PRRG4;MUC1;CDH3;CDH1;P2RY2;LIPH;ITGB6;RHPN2;SLC12A8;PLEKHG3;FGFBP1;SHROOM3;GRHL3;TMC5;INADL;GRHL2;PLEKHA7;TSPAN15;CLDN4;CLDN3;SLPI;GJB3;CLDN7;F2RL1;KCNK1;EPHA1;CRB3;LLGL2
RARG_19884340_ChIP-ChIP_MEF_Mouse	11/390	0.00000202549859330884875677062685606077963029747479595243930816650390625	0.00001040881221561491725758653859035263167243101634085178375244140625	-1.9216736074235394	22.047088001724674	EFNA1;ALS2CL;HOOK2;EPS8L2;PRSS8;ANXA9;F11R;PRSS22;PPL;RHOD;MAPK13
FOXA1_25329375_ChIP-Seq_VCAP_Human	32/2000	0.00000000049282135587664146145592511234442313627912568563260720111429691314697265625	0.00000000455859754185893349261791314690379917085039096491527743637561798095703125	-1.106380517005196	21.249421709014822	TMEM45B;SLC44A3;EHF;ITGB4;WWC1;TMPRSS4;MST1R;PRKCZ;KLC3;PERP;AIM1L;AGR2;MAL2;ITGB6;ENPP5;TSPAN1;PLEKHG3;GSTO2;ANKRD22;C2ORF55;COBL;LSR;TTC39A;OVOL2;SPINT1;HOOK2;LCN2;C19ORF46;IRF6;KCNK1;SMPDL3B;LLGL2
NANOG_18358816_ChIP-ChIP_MESC_Mouse	21/1232	0.000000215121455604106115364930408746790835294859789428301155567169189453125	0.000001304835058582282948839796941908897309758685878477990627288818359375	-1.5017670467107047	20.348093358238142	PLEKHG3;FGFBP1;STEAP4;USP43;SHROOM3;COBL;LAMC2;GRHL3;F11R;INADL;TSPAN15;RAB20;CDH3;KLF5;SPINT1;GJB3;LIPH;PRRG2;ITGB6;CYB561;PTPN3
BACH1_22875853_ChIP-PCR_HELA AND SCP4_Human	23/1352	0.0000000568529698883111586832212716764722859608127691899426281452178955078125	0.000000396898091673115613616071480074243282842871849425137042999267578125	-1.3732271059572068	20.240799417498717	DDR1;FOXA1;CDS1;EHF;STEAP4;SH2D3A;GRTP1;ATP8B1;PPL;EFNA1;SH3YL1;MUC1;GPR110;CLDN3;SPINT1;ERBB3;GJB3;CDH1;SCNN1A;EPS8L1;RAB17;EPHA1;AP1M2
SMAD3_21741376_ChIP-Seq_HESC_Human	22/1460	0.00000083401656314111952646227036989312608739055576734244823455810546875	0.000004538031299444326947269655325722936822785413824021816253662109375	-1.6396570604877636	20.172729139340543	EHF;WWC1;KIAA1671;SPINT2;TMC5;INADL;PLEKHA7;OVOL2;SCEL;GPR110;FAM83F;RAB20;CDH3;KLF5;RAB25;GJB3;MYO5B;PERP;MAP7;STAP2;ITGB6;RAB17
DNAJC2_21179169_ChIP-ChIP_NT2_Human	18/899	0.000000171220721178918625981636822581954948674365368788130581378936767578125	0.00000107375706502033704459382092155639298880487331189215183258056640625	-1.4056646037794953	19.31994177620828	JUP;ARRDC1;TNK1;LYPD3;FHDC1;PPL;GRHL2;PLEKHA7;KLC3;BAIAP2L1;HOOK2;EPB41L1;P2RY2;PKP3;PRSS8;EPHA1;CYB561;SERINC2
PRDM14_21183938_ChIP-Seq_MESC_Mouse	31/1944	0.000000001027306332684936689710511578850493652481645767693407833576202392578125	0.0000000090500795974625379772672377487463535317147034220397472381591796875	-1.0157237956728344	18.811704720407036	DDR1;TMEM45B;CDS1;SDC4;WWC1;LAMC2;SCEL;MUC1;CDH1;S100A14;RHPN2;FAM83B;DSP;FGFBP1;JUP;TMEM30B;ARRDC1;SHROOM3;GRHL3;TMC5;OVOL1;MAPK13;ITPKC;CLDN4;KLF5;SPINT1;F2RL1;PVRL4;FRK;PTPN3;LLGL2
POU5F1_18347094_ChIP-ChIP_MESC_Mouse	30/2109	0.000000024890168827639589088113016078322725643801049955072812736034393310546875	0.000000191861718046388484469483575074744141630844751489348709583282470703125	-1.2111113259334854	18.731642353404723	FOXA1;LAMA5;SLC44A3;EHF;LAMC2;PRRG4;MUC1;EPB41L1;CDH1;LIPH;ITGB6;RHPN2;SLC12A8;PLEKHG3;FGFBP1;USP43;SHROOM3;TMC5;INADL;PLEKHA7;OVOL2;TSPAN15;CLDN4;CLDN3;GJB3;SCNN1A;CLDN7;EPHA1;VGLL1;PTPN3
NR1I2_20693526_ChIP-Seq_LIVER_Mouse	16/939	0.0000063621810520762669811348395676464662074067746289074420928955078125	0.00002979755682617998247224515295794589064826141111552715301513671875	-1.7113980446173784	17.834623043114586	CDS1;SDC4;WWC1;STARD10;COBL;CBLC;PRSS22;PRKCZ;MAPK13;SH3YL1;ALS2CL;CDH1;MAL2;ANXA9;KCNK1;PTPN3
JUN_26020271_ChIP-Seq_SMOOTH MUSCLE_Human	30/2000	0.0000000077571425002790712231246273203853769384608085601939819753170013427734375	0.000000063780949446739027483351696691526999671850717277266085147857666015625	-1.0242293113083552	16.969237946622492	TMEM45B;RBM47;SDC4;RASEF;PPL;GPR110;S100A16;LIPH;SFN;C19ORF33;PROM2;ST14;GPR56;ANXA3;STARD10;PLEKHG6;KRT7;TTC39A;MPP7;TSPAN15;CLDN4;HOOK2;SCNN1A;F2RL1;DSG2;PKP3;PVRL4;CYB561;SERINC2;FRK
GATA2_20887958_ChIP-Seq_HPC-7_Mouse	27/1708	0.00000001632816215215620535270544416185656277917814804823137819766998291015625	0.0000001285408509850594785278742916700966958387652994133532047271728515625	-1.0294998919794538	16.335094425430825	DDR1;FOXA1;TINAGL1;F11R;RAB20;ERBB2;PAK6;PRSS8;ENPP5;TMEM184A;DSP;TMEM30B;GPR56;STARD10;ARHGEF16;SHROOM3;ADAP1;GRHL2;MAPK13;OVOL2;CNKSR1;CLDN7;CHMP4C;RAB17;IRF6;EPHA1;CRB3
BMI1_23680149_ChIP-Seq_NPCS_Mouse	19/1056	0.000000379109293033800043358320930320104480415466241538524627685546875	0.00000209358863317173160168848007611774875158516806550323963165283203125	-1.2483385266565197	16.324062170145943	DSP;FOXA1;PLEKHG3;CDS1;GALNT3;TMEM30B;TC2N;OVOL1;OVOL2;PRRG4;FA2H;SH3YL1;CLDN3;CDH3;KLF5;MYO5B;ESRP1;CLDN7;MPZL2
GATA3_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	15/834	0.0000066740809784493776654905501655168365005010855384171009063720703125	0.000030867624525328371597014676108727826431277208030223846435546875	-1.498589509426176	15.564054933213185	PLEKHG3;STARD10;KRT7;CBLC;SPINT2;PLEKHA7;LRRC1;PRRG4;GPR110;KRT19;CLDN3;CLDN7;RAB17;KCNK1;TJP3
GATA1_19941826_ChIP-Seq_K562_Human	15/967	0.0000360397384937881400785407437492580129401176236569881439208984375	0.00014036529729159592468946959886721970178768970072269439697265625	-1.7318446294997083	15.363647914354425	DDR1;PLEKHG6;F11R;TMC5;TTC39A;PLEKHA7;MAPK13;C1ORF116;KRT19;ELF3;EPB41L1;KIAA1522;KCNK1;TSPAN1;CYB561
AR_19668381_ChIP-Seq_PC3_Human	43/3519	0.000000001427100581582625498810003574433856454728442031409940682351589202880859375	0.000000012279702678734219735390040370744124675894681786303408443927764892578125	-0.8156975517126951	14.858190399331562	CDS1;EHF;CBLC;ATP2C2;PRKCZ;IGSF9;LRRC1;EPB41L4B;GPR110;CDH1;FAM110C;LIPH;KIAA1522;MARVELD3;MAP7;EPS8L1;FAM83B;SLC12A8;PLEKHG3;ANXA3;TNK1;SHROOM3;COBL;INADL;MPP7;PLEKHA7;SULT2B1;EPN3;EFNA1;TSPAN15;ITPKC;CLDN3;ELF3;FXYD3;SCNN1A;DSG2;RAB17;KCNK1;EPHA1;SMPDL3B;CD46;TJP3;FRK
BCL6_25482012_ChIP-Seq_CML-JURL-MK1_Human	29/2000	0.00000002913770682391455095723031029457394947002057961071841418743133544921875	0.000000211391206369576141287561069949385572641631370061077177524566650390625	-0.9638380795888725	14.813762723755248	GRB7;LAMA5;SLC44A3;ITGB4;TACSTD2;PPL;LRRC1;FAM83H;FAM83F;MUC1;ERBB3;MYH14;STAP2;AP1M2;PLS1;GRTP1;PLEKHG6;C2ORF55;TNK1;GRHL1;TMC5;TTC39A;PLEKHA7;ITPKC;C6ORF132;KRT19;SLPI;TMEM54;RAB17
STAT3_24763339_ChIP-Seq_IMN-ESCS_Mouse	27/1788	0.00000004098528290748487140340695455802133562173139580409042537212371826171875	0.00000029162605145710386442668856331328353093113037175498902797698974609375	-0.9397829882109447	14.141660342445425	GRB7;SLC44A3;EHF;WWC1;LAMC2;CDH3;TMEM125;MARVELD2;EPB41L1;CDH1;LIPH;PRSS8;RHPN2;ST14;CMTM4;ARHGEF16;SHROOM3;COBL;OVOL1;INADL;EFNA1;TSPAN15;CLDN4;KLF5;F2RL1;EPHA1;LLGL2
HOXB7_26014856_ChIP-Seq_BT474_Human	29/2000	0.00000002913770682391455095723031029457394947002057961071841418743133544921875	0.000000211391206369576141287561069949385572641631370061077177524566650390625	-0.9162244584360534	14.081962537485893	TMEM45B;GRB7;EHF;TMPRSS4;LAMC2;P2RY2;AIM1L;MYO6;MAL2;ENPP5;ST14;GRTP1;USP43;STYK1;COBL;PLEKHA6;INADL;GRHL2;RHOD;TTC39A;EFNA1;SULT2B1;KRT19;CLDN3;PRR15L;ESRP1;CLDN7;TJP3;CRB3
OLIG2_26023283_ChIP-Seq_AINV15_Mouse	29/2000	0.00000002913770682391455095723031029457394947002057961071841418743133544921875	0.000000211391206369576141287561069949385572641631370061077177524566650390625	-0.8891906710703793	13.666465245938364	FOXA1;LAMA5;SLC44A3;TINAGL1;STX19;WWC1;F11R;PPL;IGSF9;PPP1R13L;S100A16;P2RY2;MARVELD3;MYH14;PRSS8;AP1M2;SLC12A8;DSP;GRTP1;SHROOM3;LSR;TMC5;FHDC1;PLEKHA7;CLDN3;FXYD3;VWA1;RAB17;EPHA1
SPI1_20176806_ChIP-Seq_THIOMACROPHAGE_Mouse	25/1654	0.00000013340502238930642376097822528191461088908909005112946033477783203125	0.000000851032039380058233322685727617606943340433645062148571014404296875	-0.9663297212216105	13.506212766812478	SLC44A3;RBM47;STEAP4;SPINT2;EPB41L4B;FAM83F;CDH3;EPCAM;EPS8L1;ANXA9;TSPAN1;AP1M2;ST14;GSTO2;PLEKHG6;TNK1;SSH3;SERPINB5;BSPRY;CNKSR1;CCDC64B;B3GNT3;RAB17;CYB561;SERINC2
ESR1_21235772_ChIP-Seq_MCF-7_Human	7/228	0.000091230435219534394592107162669236686269869096577167510986328125	0.0003230583646569616727665941180447362057748250663280487060546875	-1.638576725328271	13.170351368189312	EFNA1;ELF3;RASEF;CGN;ATP2C2;TPD52L1;PPL
AHR_22903824_ChIP-Seq_MCF7_Human	13/690	0.00001731310702364767702132741789000647258944809436798095703125	0.00007518440684626428289170918528583342776983045041561126708984375	-1.3865917902471083	13.166474835894865	TMEM45B;SHROOM3;GRHL1;GRHL2;TTC39A;PLEKHA7;GPR110;C6ORF132;ALS2CL;ELF3;P2RY2;PERP;ITGB6
NR0B1_18358816_ChIP-ChIP_MESC_Mouse	23/1691	0.0000025399463482547214587814465858173207379877567291259765625	0.00001253040198472329320761482762680572022873093374073505401611328125	-1.163368717574883	13.131353044476244	PLEKHG3;FOXA1;SLC44A3;FGFBP1;GPR56;GRTP1;USP43;SHROOM3;COBL;GRHL3;LAMC2;TSPAN15;RAB20;CDH3;SPINT1;HOOK2;GJB3;CDH1;LIPH;MYH14;EPS8L2;IRF6;TJP3
JUND_26020271_ChIP-Seq_SMOOTH MUSCLE_Human	28/2000	0.00000010539484896301830986337631258786817767258980893529951572418212890625	0.0000006963588235056566882780378080486372027735342271625995635986328125	-0.9067799495802059	12.855782744924651	TINAGL1;SDC4;RASEF;LAMC2;PPL;GPR110;EPCAM;S100A16;LIPH;SFN;C19ORF33;ST14;GPR56;ANXA3;PLEKHG6;KRT7;TTC39A;MPP7;KRT19;CLDN3;HOOK2;MYO5C;F2RL1;DSG2;PKP3;CYB561;SERINC2;FRK
TCFCP2L1_18555785_ChIP-Seq_MESC_Mouse	27/1987	0.00000032363256174258739829933929042782292384572429000400006771087646484375	0.00000187100074757433346424686550213412061793860630132257938385009765625	-0.9711837987607056	12.808979163567324	CDS1;LAMA5;SDC4;IGSF9;BAIAP2L1;RAB25;LIPH;PRRG2;SFN;RHPN2;PLEKHG3;ST14;GPR56;ARRDC1;USP43;COBL;BSPRY;FA2H;CLDN3;SPINT1;ELF3;HOOK2;GJB3;SCNN1A;ELMO3;RAB17;SMPDL3B
TP53_23651856_ChIP-Seq_MEF_Mouse	42/3193	0.00000000026248664820668014291234012530886800240725875710268155671656131744384765625	0.00000000255579104832820123369753698302185573876244006896740756928920745849609375	-0.6324631278622509	12.513222301975015	TMEM45B;LAMA5;RBM47;ITGB4;WWC1;LAMC2;SPINT2;F11R;LRRC1;PRRG4;SCEL;CDH3;ERBB3;PPP1R13L;EPB41L1;PERP;EPS8L2;ITGB6;SLC12A8;TMEM184A;DSP;PLEKHG3;FGFBP1;ST14;JUP;ANKRD22;PLEKHG6;COBL;KRT7;PLEKHA6;GRHL3;GRHL2;RHOD;TTC39A;MPP7;EFNA1;ITPKC;CLDN4;ESRP1;MYO5B;CCDC64B;LLGL2
SOX2_18692474_ChIP-Seq_MESC_Mouse	38/3319	0.000000082169864285442754803568169395810993904660790576599538326263427734375	0.0000005630157367706262995794949839656329260151323978789150714874267578125	-0.8647273496379068	12.443390465461825	DDR1;CDS1;EHF;SDC4;LYPD3;LAMC2;PRSS22;PRRG4;MUC1;BAIAP2L1;RAB20;CDH3;EPB41L1;CDH1;LIPH;RHPN2;SLC12A8;PLEKHG3;FGFBP1;JUP;TNK1;SHROOM3;COBL;TMC5;GRHL2;RHOD;PLEKHA7;OVOL2;CLDN4;SPINT1;GJB3;MYO5C;SCNN1A;CHMP4C;F2RL1;KCNK1;EPHA1;SMPDL3B
WT1_25993318_ChIP-Seq_PODOCYTE_Human	45/3464	0.00000000007802341246957282807529060740750633494433596837325239903293550014495849609375	0.0000000008019072948261651207154274305691742108503916597328498028218746185302734375	-0.5769717386979547	12.084112312367003	DDR1;GRB7;LAMA5;SDC4;PWWP2B;WWC1;PPAP2C;LAMC2;F11R;PRKCZ;LRRC1;SCEL;GPR110;FAM83F;KLC3;CDH3;EPB41L1;S100A16;MYO6;ERBB2;MAP7;MYH14;SLC12A8;DSP;FGFBP1;JUP;ATP8B1;ARHGEF16;STARD10;PLEKHG6;SHROOM3;GRHL1;OVOL1;INADL;GRHL2;PLEKHA7;EPN3;TSPAN15;TMEM54;MYO5B;MYO5C;PRR15;SMPDL3B;PTPN3;LLGL2
FOXM1_26100407__CHIP-SEQ_Hek293 flp-in	27/1934	0.000000192077888054125509735670204909674385618245651130564510822296142578125	0.00000118448030966710735856456220005394897043515811674296855926513671875	-0.8722354323387572	11.90270477119881	GRB7;RASEF;LYPD3;SPINT2;F11R;PRSS22;EVPL;FAM83F;EPCAM;MYO6;FAM83B;EXPH5;ZNF165;CMTM4;PLEKHG6;ARHGEF16;GRHL3;LSR;TPD52L1;INADL;TTC39A;EFNA1;TSPAN15;CLDN4;ELF3;MYO5B;KCNK1
ESRRB_18555785_ChIP-Seq_MESC_Mouse	20/1434	0.000008297987281027944386833754275567542890712502412497997283935546875	0.0000374421377314675528249869607133604176851804368197917938232421875	-1.1175116625125905	11.390476555838141	DDR1;CDS1;ST14;ATP8B1;GOLT1A;USP43;CMTM4;WWC1;SHROOM3;LAMC2;KRTCAP3;FA2H;CDH3;MYO5C;MANSC1;KCNK1;SMPDL3B;AP1M2;PTPN3;PROM2
STAT3_18555785_ChIP-Seq_MESC_Mouse	28/1997	0.0000001022531286748747417656379109229813906267736456356942653656005859375	0.0000006878846838127936884563500170852723414327556383796036243438720703125	-0.792655352631947	11.24749776299904	RBM47;EHF;SDC4;ITGB4;WWC1;LAMC2;FAM83H;ALS2CL;CDH3;S100A16;AIM1L;CNNM4;ANXA3;PLEKHG6;SHROOM3;COBL;FHDC1;INADL;MAPK13;FA2H;HOOK2;ESRP2;MYO5C;DSG2;CYB561;SERINC2;FRK;PTPN3
ELK1_22589737_ChIP-Seq_MCF10A_Human	15/928	0.00002271055193420753345293246205915949076370452530682086944580078125	0.00009548754790519075664502468558936243425705470144748687744140625	-1.1891819973935676	11.007680648656265	PLEKHG3;SLC44A3;ANXA3;PLEKHG6;F11R;PRSS22;PPL;LRRC1;EPB41L4B;CDH3;PERP;MYO5C;KCNK1;CNNM4;PTPN3
SUZ12_18555785_ChIP-Seq_MESC_Mouse	16/1058	0.00002666809962203939063222525585050703966771834529936313629150390625	0.000108430734726973343473588329288759268820285797119140625	-1.1528062629657505	10.524428319475268	FOXA1;TMEM30B;ATP8B1;RASEF;TACSTD2;OVOL1;GRHL2;CXCL16;OVOL2;FA2H;KRT19;RAB20;TMEM54;MYO5B;KCNK1;SERINC2
LMO2_20887958_ChIP-Seq_HPC-7_Mouse	25/1741	0.0000003407142704281340368628020094654562655023255501873791217803955078125	0.000001939450462437070589927397279428333831674535758793354034423828125	-0.7928548108846957	10.428503284390786	FOXA1;SLC44A3;TINAGL1;F11R;FAM83F;RAB25;ERBB2;PAK6;ANXA9;ENPP5;TMEM184A;TMEM30B;GPR56;STARD10;TNK1;SHROOM3;CGN;TPD52L1;GRHL2;TTC39A;SLPI;ELF3;CLDN7;CHMP4C;EPHA1
SMAD4_21741376_ChIP-Seq_HESC_Human	29/2738	0.000014728079885871704740834924052261811766584287397563457489013671875	0.000065655295876777486027177366256779578179703094065189361572265625	-1.0490867019080117	10.10385084851717	EHF;TMPRSS4;KIAA1671;SPINT2;F11R;LRRC1;EPB41L4B;SCEL;FAM83F;RAB20;RAB25;AGR2;MAP7;ITGB6;RHPN2;SLC12A8;ATP8B1;PLEKHG6;SHROOM3;PLEKHA6;TMC5;INADL;PLEKHA7;MAPK13;OVOL2;FA2H;GJB3;MYO5B;RAB17
SALL4_18804426ESC_ChIP-ChIP_MESC_Mouse	15/1062	0.000100756206401052589749674226471398696958203800022602081298828125	0.0003420164804439399484914385851652696146629750728607177734375	-1.2255588060527238	9.780757887634453	FGFBP1;SLC44A3;SDC4;COBL;GRHL3;OVOL2;TSPAN15;CLDN4;KLF5;EPB41L1;GJB3;CDH1;LIPH;F2RL1;SLC12A8
SUZ12_18974828_ChIP-Seq_MESC_Mouse	25/1934	0.00000220491456397257577410372757220624606588899041526019573211669921875	0.0000111755943653404538648370170061951966999913565814495086669921875	-0.8467958011343917	9.65497793217403	FOXA1;LAD1;RASEF;TACSTD2;CXCL16;RAB20;BAIAP2L1;CDH3;P2RY2;MARVELD3;MAL2;PROM2;PLEKHG3;TMEM30B;GALNT3;ATP8B1;OVOL1;GRHL2;OVOL2;CLDN3;KLF5;TMEM54;MYO5B;PRR15;MANSC1
TCF21_26020271_ChIP-Seq_SMOOTH MUSCLE_Human	27/2000	0.0000003667293273291143302177711067735277339352251146920025348663330078125	0.00000205590683502685306013359201049439661801443435251712799072265625	-0.7195694130775409	9.42261289122847	LAMA5;EHF;SDC4;PWWP2B;F11R;PPL;EPB41L4B;TMEM125;EPB41L1;S100A16;C19ORF33;ITGB6;TMEM184A;ST14;C2ORF55;KRT7;MPP7;BSPRY;MAPK13;TSPAN15;C19ORF21;HOOK2;FXYD3;PRR15L;EPHA1;VGLL1;CYB561
CNOT3_19339689_ChIP-ChIP_MESC_Mouse	20/1547	0.0000241750812831571101836798665107863826051470823585987091064453125	0.0000993864452752014492127596856363425104063935577869415283203125	-0.9826308248889969	9.056411906619411	ST14;GALNT3;ITGB4;CMTM4;GRHL3;OVOL1;PRKCZ;PPL;ITPKC;RAB20;CLDN3;KLF5;TMEM54;CDH1;MYO5B;PERP;SFN;DSG2;PRSS8;PTPN3
GATA1_19941827_ChIP-Seq_MEL_Mouse	24/1834	0.00000290931429752211906920411448040919566437878529541194438934326171875	0.000014163766974778738030708857831285740758175961673259735107421875	-0.7984757001550477	8.914840241935686	PLEKHG3;TMEM184A;EHF;GSTO2;GRTP1;ATP8B1;TNK1;COBL;PLEKHA6;GRHL3;FHDC1;PRKCZ;GRHL2;MUC1;SPINT1;MYO5B;AGR2;B3GNT3;ELMO3;ANXA9;KCNK1;AP1M2;CRB3;MPZL2
GRHL2_25758223_ChIP-Seq_PLACENTA_Mouse	15/1000	0.0000522770078070156619357185256991016331085120327770709991455078125	0.00019737237641424278632162891966572715318761765956878662109375	-1.0289622083851424	8.777478132540503	DDR1;FOXA1;STEAP4;GALNT3;ATP8B1;LYPD3;GRHL1;PPL;LRRC1;SCEL;ERBB3;PRR15;MAL2;STAP2;FLJ23867
ZNF263_19887448_ChIP-Seq_K562_Human	4/71	0.0003520508722661439362545954256944469307200051844120025634765625	0.00101764705264432227423132548693729404476471245288848876953125	-1.2166845906236237	8.383275756016584	FOXA1;LAMA5;ITGB4;CYB561
CEBPB_20176806_ChIP-Seq_THIOMACROPHAGE_Mouse	22/1588	0.00000318830122484648939196649926330895397086351295001804828643798828125	0.00001532040848302858339889144512202534542666398920118808746337890625	-0.7062392534573021	7.829597701341277	RBM47;ANXA3;PLEKHG6;HDHD3;SSH3;TTC39A;SERPINB5;IGSF9;CXCL16;OVOL2;FAM83F;RAB20;BAIAP2L1;CDH3;PRR15L;MARVELD3;B3GNT3;EPS8L1;RAB17;PVRL4;ANXA9;MPZL2
NANOG_16518401_ChIP-PET_MESC_Mouse	28/3520	0.002072134957059581540639303653961178497411310672760009765625	0.004618614060915934675655147856332405353896319866180419921875	-1.4370345066299735	7.727883855347425	CDS1;SDC4;LAMC2;F11R;LRRC1;EPB41L4B;RAB20;CDH3;EPB41L1;MYO6;PRSS8;ITGB6;RHPN2;PLEKHG3;FGFBP1;ARRDC1;COBL;PLEKHA6;OVOL1;PLEKHA7;MAPK13;CLDN4;CLDN3;KLF5;GJB3;F2RL1;KCNK1;SMPDL3B
SOX2_16153702_ChIP-ChIP_HESC_Human	15/1278	0.000691125352503952684359023184157422292628325521945953369140625	0.0017635612443204309353339542809635531739331781864166259765625	-1.1599841039640486	7.354786505306557	PLEKHG3;JUP;GALNT3;STARD10;CDH3;KLF5;RAB25;SCNN1A;ERBB2;STAP2;PRSS8;RAB17;EPHA1;TJP3;PTPN3
