Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
voltage-gated potassium channel complex (GO:0008076)	1/70	0.53712346989172121691780148466932587325572967529296875	0.6900544578470029222216908237896859645843505859375	1.4593963224734008	-0.5414137945679335	KCNK1
nuclear matrix (GO:0016363)	1/64	0.505911168182105352997268710169009864330291748046875	0.67333500801215462328030980643234215676784515380859375	1.4627166550209925	-0.5785224140113295	PRKCZ
sarcolemma (GO:0042383)	1/63	0.50050965043053119440941145512624643743038177490234375	0.67097308209890049734980266293860040605068206787109375	1.45125837368165	-0.5790901995651141	KRT19
RNA polymerase complex (GO:0030880)	1/50	0.424717033134195565136081995660788379609584808349609375	0.61384883695176706286389389788382686674594879150390625	1.5459805234009094	-0.7544486602961821	MYO6
DNA-directed RNA polymerase complex (GO:0000428)	1/49	0.418434555724113421693033387782634235918521881103515625	0.61384883695176706286389389788382686674594879150390625	1.5660656128843435	-0.7642503160242706	MYO6
inclusion body (GO:0016234)	1/51	0.430932109082542258438053295321878977119922637939453125	0.6172319468463209890529697076999582350254058837890625	1.6080554961448432	-0.7759034989016518	CDH1
nuclear DNA-directed RNA polymerase complex (GO:0055029)	1/49	0.418434555724113421693033387782634235918521881103515625	0.61384883695176706286389389788382686674594879150390625	1.5962315434272087	-0.7789714884712475	MYO6
kinesin complex (GO:0005871)	1/53	0.443162921380257923686940557672642171382904052734375	0.62366436258099244849262277057277970016002655029296875	1.6551229609170415	-0.7814546138798208	KLC3
cortical cytoskeleton (GO:0030863)	1/50	0.424717033134195565136081995660788379609584808349609375	0.61384883695176706286389389788382686674594879150390625	1.6321867039508444	-0.7965178432132319	SCNN1A
chloride channel complex (GO:0034707)	1/50	0.424717033134195565136081995660788379609584808349609375	0.61384883695176706286389389788382686674594879150390625	1.6708077049229544	-0.8153651456220669	FXYD3
early endosome membrane (GO:0031901)	1/39	0.35173911913384448002517501663533039391040802001953125	0.577098391204702299006612520315684378147125244140625	1.7822592645810509	-0.979783672657263	TMEM184A
plasma lipoprotein particle (GO:0034358)	1/38	0.34466557461860769517869584888103418052196502685546875	0.577098391204702299006612520315684378147125244140625	1.789297583679719	-0.9836529358295029	LSR
trans-Golgi network membrane (GO:0032588)	1/42	0.3725080178108297612737942472449503839015960693359375	0.58054725233226800451546978365513496100902557373046875	1.8179435797132015	-0.9885687802411218	AP1M2
ciliary membrane (GO:0060170)	1/43	0.379283068081772201107781938844709657132625579833984375	0.58054725233226800451546978365513496100902557373046875	1.8212901067000362	-0.9903885683458447	SCNN1A
actin filament (GO:0005884)	1/44	0.385985470469561942064018467135610990226268768310546875	0.58054725233226800451546978365513496100902557373046875	1.8220632318357566	-0.9908089814878814	COBL
protein-lipid complex (GO:0032994)	1/40	0.358736837775895989199881341846776194870471954345703125	0.577098391204702299006612520315684378147125244140625	1.8171525955552337	-0.9989660198345501	LSR
phagocytic vesicle (GO:0045335)	1/44	0.385985470469561942064018467135610990226268768310546875	0.58054725233226800451546978365513496100902557373046875	1.8470282057751028	-1.0043845369184103	RAB20
AP-type membrane coat adaptor complex (GO:0030119)	1/39	0.35173911913384448002517501663533039391040802001953125	0.577098391204702299006612520315684378147125244140625	1.8271020871319663	-1.0044356782573471	AP1M2
neuron projection terminus (GO:0044306)	1/44	0.385985470469561942064018467135610990226268768310546875	0.58054725233226800451546978365513496100902557373046875	1.8565739924854316	-1.0095753837796537	CDH1
axon terminus (GO:0043679)	1/34	0.315596690279163760717295872382237575948238372802734375	0.54565782898733916628231099821277894079685211181640625	2.1312784812847525	-1.2910500441928316	CDH1
clathrin adaptor complex (GO:0030131)	1/31	0.292958000017888131605303669857676140964031219482421875	0.52960331132259585995569750593858771026134490966796875	2.218962222299283	-1.4104323490277297	AP1M2
cytoplasmic stress granule (GO:0010494)	1/32	0.300585663183094931039107677861466072499752044677734375	0.52960331132259585995569750593858771026134490966796875	2.318320458470221	-1.4735871287844653	GRB7
pseudopodium (GO:0031143)	2/13	0.01101837071081754500234684002180074458010494709014892578125	0.059688730596650287074655949481893912889063358306884765625	0.5744137477737103	-1.6190495075002718	RAB25;F2RL1
phagocytic vesicle membrane (GO:0030670)	1/25	0.245425964003683827474588952100020833313465118408203125	0.468080446811149519792394357864395715296268463134765625	2.2543163640920407	-1.71128559878955	ANXA3
fascia adherens (GO:0005916)	2/13	0.01101837071081754500234684002180074458010494709014892578125	0.059688730596650287074655949481893912889063358306884765625	0.6172632040642442	-1.7398255010636667	DSP;JUP
cell periphery (GO:0071944)	1/27	0.2616124006207083407815616737934760749340057373046875	0.483982941148310474854810081524192355573177337646484375	2.5529706260204024	-1.85270512703568	KRT19
myosin II complex (GO:0016460)	1/25	0.245425964003683827474588952100020833313465118408203125	0.468080446811149519792394357864395715296268463134765625	2.4411794160247844	-1.8531361636933643	MYH14
cortical actin cytoskeleton (GO:0030864)	1/24	0.2372011012996881607062249486261862330138683319091796875	0.468080446811149519792394357864395715296268463134765625	2.580960703398765	-1.959246250047504	SCNN1A
recycling endosome membrane (GO:0055038)	1/25	0.245425964003683827474588952100020833313465118408203125	0.468080446811149519792394357864395715296268463134765625	2.623667565199652	-1.991665673839776	RAB17
connexon complex (GO:0005922)	1/24	0.2372011012996881607062249486261862330138683319091796875	0.468080446811149519792394357864395715296268463134765625	2.699909458200425	-2.0495420462934826	GJB3
filamentous actin (GO:0031941)	1/22	0.22048335392419093903271232193219475448131561279296875	0.4532157830663925413006154485628940165042877197265625	2.626658661856005	-2.0787033203911256	MYO6
pigment granule (GO:0048770)	1/22	0.22048335392419093903271232193219475448131561279296875	0.4532157830663925413006154485628940165042877197265625	2.664155045958893	-2.108377468490087	RAB17
aggresome (GO:0016235)	1/21	0.2119885456076748553311261957787792198359966278076171875	0.450780240659998276964159913404728285968303680419921875	2.6718593630612557	-2.128871624376896	CDH1
melanosome (GO:0042470)	1/22	0.22048335392419093903271232193219475448131561279296875	0.4532157830663925413006154485628940165042877197265625	2.7370508543515224	-2.166066258110465	RAB17
myosin filament (GO:0032982)	1/21	0.2119885456076748553311261957787792198359966278076171875	0.450780240659998276964159913404728285968303680419921875	2.8834722485668953	-2.297479550951789	MYH14
triglyceride-rich lipoprotein particle (GO:0034385)	1/20	0.20340181466180229374884902426856569945812225341796875	0.447400053049107404579132207800284959375858306884765625	2.8910688724415636	-2.3252927981749445	LSR
node of Ranvier (GO:0033268)	1/16	0.1681157524876194797602835251382202841341495513916015625	0.423085723409994896027086497269920073449611663818359375	2.763665835731156	-2.3772513627225926	CDH1
very-low-density lipoprotein particle (GO:0034361)	1/20	0.20340181466180229374884902426856569945812225341796875	0.447400053049107404579132207800284959375858306884765625	2.9572253871589114	-2.3785026226419377	LSR
apicolateral plasma membrane (GO:0016327)	2/12	0.009616616127465393848439134671934880316257476806640625	0.055596061986909306451565271345316432416439056396484375	0.8366335670277756	-2.417572253395557	CLDN4;JUP
stereocilium (GO:0032420)	1/19	0.1947221734119901903614646698770229704678058624267578125	0.4447358281631874632466860930435359477996826171875	3.02326732598963	-2.449677381333048	ATP8B1
sodium channel complex (GO:0034706)	1/18	0.185948623669732027163803422808996401727199554443359375	0.430006192236255302407954559384961612522602081298828125	3.0450696579840457	-2.5699038029401358	SCNN1A
DNA-directed RNA polymerase II, holoenzyme (GO:0016591)	1/14	0.1498950004891014542440785817234427668154239654541015625	0.4109714772417998318587706307880580425262451171875	2.9345931814347423	-2.6095325948820633	MYO6
basal lamina (GO:0005605)	1/16	0.1681157524876194797602835251382202841341495513916015625	0.423085723409994896027086497269920073449611663818359375	3.0745828754719993	-2.644696126435153	LAMA5
Schmidt-Lanterman incisure (GO:0043220)	2/12	0.009616616127465393848439134671934880316257476806640625	0.055596061986909306451565271345316432416439056396484375	0.9168858997222722	-2.649472837401222	MARVELD2;CDH1
dystrophin-associated glycoprotein complex (GO:0016010)	1/17	0.1770801565625690354721655239700339734554290771484375	0.423085723409994896027086497269920073449611663818359375	3.1122207382452247	-2.6770714807239413	KRT19
apical junction complex (GO:0043296)	2/11	0.00830100990895352684739716409012544318102300167083740234375	0.0529547183847035307646677892989828251302242279052734375	0.9764275882473115	-2.869054856581734	CDH1;SHROOM3
gap junction (GO:0005921)	1/15	0.159054380956612895214874470184440724551677703857421875	0.420358006813905504817086011826177127659320831298828125	3.328421056529587	-2.8845712278877227	GJB3
interstitial matrix (GO:0005614)	1/15	0.159054380956612895214874470184440724551677703857421875	0.420358006813905504817086011826177127659320831298828125	3.5295953301549345	-3.058918617125774	VWA1
axonal growth cone (GO:0044295)	1/13	0.1406365585035881660136425352902733720839023590087890625	0.4109714772417998318587706307880580425262451171875	3.44243979574156	-3.061125783886278	COBL
low-density lipoprotein particle (GO:0034362)	1/14	0.1498950004891014542440785817234427668154239654541015625	0.4109714772417998318587706307880580425262451171875	3.5128263005335536	-3.123715678682098	LSR
specific granule (GO:0042581)	1/12	0.1312779911950162914369144573356606997549533843994140625	0.408836296292109879768617020090459845960140228271484375	3.7496185368706274	-3.353810516294492	ANXA3
HOPS complex (GO:0030897)	1/12	0.1312779911950162914369144573356606997549533843994140625	0.408836296292109879768617020090459845960140228271484375	3.8447567023291707	-3.4389059404498576	HOOK2
chylomicron (GO:0042627)	1/13	0.1406365585035881660136425352902733720839023590087890625	0.4109714772417998318587706307880580425262451171875	3.873008192216906	-3.4440007500099274	LSR
ciliary rootlet (GO:0035253)	1/10	0.1122561685172861756232265406652004458010196685791015625	0.402435202295740090949749401261215098202228546142578125	4.210181955310168	-3.8321968007175515	KLC3
dendrite terminus (GO:0044292)	1/11	0.121818223397629432636080082374974153935909271240234375	0.402435202295740090949749401261215098202228546142578125	4.254061548803713	-3.8721369362242033	COBL
laminin complex (GO:0043256)	2/10	0.007073564802599823474194007388859972706995904445648193359375	0.046736053160034547737655685750723932869732379913330078125	1.2841904188874875	-3.933782682952585	LAMA5;LAMC2
hemidesmosome (GO:0030056)	2/9	0.0059363266103291435771271977728247293271124362945556640625	0.042239247035034295507660573321118135936558246612548828125	1.4548462480833664	-4.603723419069062	JUP;ITGB4
glial cell projection (GO:0097386)	1/9	0.10259072834202077884047099587405682541429996490478515625	0.387332341699466231599302545873797498643398284912109375	4.928403920769274	-4.674454061897882	GPR56
unconventional myosin complex (GO:0016461)	1/8	0.09282079297525087924203290867808391340076923370361328125	0.3577468062587794150886111310683190822601318359375	5.329039049704435	-5.4778779799905495	MYO6
