Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
eye development (GO:0001654)	2/79	0.23278661655550492159960640492499805986881256103515625	0.65374642749529165985933332194690592586994171142578125	-0.6523847093978514	0.2772868100595735	PPP1R13L;GRHL2
regulation of cellular component size (GO:0032535)	3/165	0.295425400790569170350607919317553751170635223388671875	0.67401797720392442325731963137513957917690277099609375	-0.6958057906348736	0.27449433792478506	BAIAP2L1;F2RL1;SSH3
negative regulation of phosphorylation (GO:0042326)	5/325	0.317323894720160593063695841919980011880397796630859375	0.67980082802563968069620159440091811120510101318359375	-0.7060883963249304	0.2725186461576029	CBLC;F2RL1;SFN;EPHA1;PRKCZ
developmental growth involved in morphogenesis (GO:0060560)	2/79	0.23278661655550492159960640492499805986881256103515625	0.65374642749529165985933332194690592586994171142578125	-0.6321774154047678	0.2686979881412151	COBL;PRKCZ
multicellular organism growth (GO:0035264)	2/79	0.23278661655550492159960640492499805986881256103515625	0.65374642749529165985933332194690592586994171142578125	-0.6280660500784171	0.26695051098561845	PPP1R13L;GRHL2
regulation of cell growth (GO:0001558)	5/322	0.310669560281348566821435497331549413502216339111328125	0.67980082802563968069620159440091811120510101318359375	-0.6850393130695219	0.2643946383117314	DDR1;ERBB2;TNK1;SFN;CXCL16
regulation of hemostasis (GO:1900046)	2/79	0.23278661655550492159960640492499805986881256103515625	0.65374642749529165985933332194690592586994171142578125	-0.6073631035177656	0.2581510190172437	F2RL1;TC2N
regulation of endocytosis (GO:0030100)	3/165	0.295425400790569170350607919317553751170635223388671875	0.67401797720392442325731963137513957917690277099609375	-0.6474996057405522	0.2554376206356973	F2RL1;TSPAN1;PROM2
phosphatidylinositol biosynthetic process (GO:0006661)	2/81	0.241144033503932764261890042689628899097442626953125	0.65374642749529165985933332194690592586994171142578125	-0.5973045154990475	0.2538757597335181	CDS1;SH3YL1
organ morphogenesis (GO:0009887)	6/405	0.320475966527730860011757840766222216188907623291015625	0.67980082802563968069620159440091811120510101318359375	-0.6541367253051604	0.25246761695839526	LAMA5;ITGB4;PERP;GRHL2;SERPINB5;OVOL2
regulation of blood coagulation (GO:0030193)	2/79	0.23278661655550492159960640492499805986881256103515625	0.65374642749529165985933332194690592586994171142578125	-0.5920151339020299	0.2516275835744255	F2RL1;TC2N
canonical Wnt signaling pathway (GO:0060070)	2/84	0.25370482316115106069531748289591632783412933349609375	0.65374642749529165985933332194690592586994171142578125	-0.5901177975381128	0.2508211478312484	CDH3;JUP
growth (GO:0040007)	5/329	0.3262246921492415463461611579987220466136932373046875	0.67980082802563968069620159440091811120510101318359375	-0.6466452540596355	0.24957624299985826	PPP1R13L;MAP7;COBL;PRKCZ;GRHL2
protein heterooligomerization (GO:0051291)	2/81	0.241144033503932764261890042689628899097442626953125	0.65374642749529165985933332194690592586994171142578125	-0.5763308787689277	0.24496121477183272	JUP;PRKCZ
positive regulation of protein localization to nucleus (GO:1900182)	2/84	0.25370482316115106069531748289591632783412933349609375	0.65374642749529165985933332194690592586994171142578125	-0.5751327520816041	0.2444519681227476	JUP;CDH1
organic anion transport (GO:0015711)	5/328	0.323996701725635827262550492378068156540393829345703125	0.67980082802563968069620159440091811120510101318359375	-0.6331063851479927	0.24435084311294628	ATP8B1;STARD10;SLC52A3;MYO6;SERINC2
negative regulation of cell migration (GO:0030336)	3/166	0.29851041819485735206995968837873078882694244384765625	0.67402655883755346888364101687329821288585662841796875	-0.6126517428305764	0.2416823908626038	GPR56;TACSTD2;EPHA1
response to transforming growth factor beta (GO:0071559)	3/166	0.29851041819485735206995968837873078882694244384765625	0.67402655883755346888364101687329821288585662841796875	-0.6089004138948759	0.24020254500122853	CGN;F11R;PRKCZ
cellular response to transforming growth factor beta stimulus (GO:0071560)	3/166	0.29851041819485735206995968837873078882694244384765625	0.67402655883755346888364101687329821288585662841796875	-0.6037670043275919	0.23817748800593444	CGN;F11R;PRKCZ
regulation of interleukin-6 production (GO:0032675)	2/84	0.25370482316115106069531748289591632783412933349609375	0.65374642749529165985933332194690592586994171142578125	-0.559945639282956	0.23799690257432457	F2RL1;MAPK13
monovalent inorganic cation homeostasis (GO:0055067)	2/82	0.2453282831626698301530353774069226346909999847412109375	0.65374642749529165985933332194690592586994171142578125	-0.5495186853881515	0.23356507463219328	RAB20;SCNN1A
peptidyl-serine phosphorylation (GO:0018105)	2/84	0.25370482316115106069531748289591632783412933349609375	0.65374642749529165985933332194690592586994171142578125	-0.5468275489160651	0.23242124548195375	PRKCZ;MAPK13
negative regulation of cell motility (GO:2000146)	3/170	0.310867433804753179327207135429489426314830780029296875	0.67980082802563968069620159440091811120510101318359375	-0.5953802251183047	0.22979022703494964	GPR56;TACSTD2;EPHA1
liver development (GO:0001889)	2/86	0.262088180746540555521306714581442065536975860595703125	0.65543828097440748337021432234905660152435302734375	-0.5275123576278271	0.2228481946583496	COBL;LSR
striated muscle tissue development (GO:0014706)	2/85	0.257895936115414114997435035547823645174503326416015625	0.65374642749529165985933332194690592586994171142578125	-0.5205361496726643	0.2212464614577632	PPP1R13L;MYH14
regulation of symbiosis, encompassing mutualism through parasitism (GO:0043903)	3/174	0.323241295969080633110337430480285547673702239990234375	0.67980082802563968069620159440091811120510101318359375	-0.5651767944611904	0.2181330491591585	SLPI;CHMP4C;F2RL1
myeloid leukocyte activation (GO:0002274)	2/86	0.262088180746540555521306714581442065536975860595703125	0.65543828097440748337021432234905660152435302734375	-0.49461239786376593	0.20894956928638048	ANXA3;F2RL1
regulation of protein serine/threonine kinase activity (GO:0071900)	6/416	0.34249756739015813078452765694237314164638519287109375	0.67980082802563968069620159440091811120510101318359375	-0.5305111527445338	0.2047536567233417	EFNA1;ERBB2;CBLC;SFN;MST1R;TPD52L1
regulation of nucleocytoplasmic transport (GO:0046822)	3/178	0.335618776219623715650897111117956228554248809814453125	0.67980082802563968069620159440091811120510101318359375	-0.525637917536309	0.20287280516386946	JUP;CDH1;SFN
positive regulation of chemotaxis (GO:0050921)	2/90	0.278857518584664065830480694785364903509616851806640625	0.66783805462583589740432898906874470412731170654296875	-0.4986220863524373	0.20129850709256963	F2RL1;S100A14
blood vessel development (GO:0001568)	2/85	0.257895936115414114997435035547823645174503326416015625	0.65374642749529165985933332194690592586994171142578125	-0.47008163819419413	0.1998014914278982	SPINT1;OVOL2
regulation of coagulation (GO:0050818)	2/85	0.257895936115414114997435035547823645174503326416015625	0.65374642749529165985933332194690592586994171142578125	-0.4686435304637003	0.19919024426136248	F2RL1;TC2N
female pregnancy (GO:0007565)	2/85	0.257895936115414114997435035547823645174503326416015625	0.65374642749529165985933332194690592586994171142578125	-0.4668844792763975	0.1984425846589342	CLDN4;MUC1
positive regulation of protein serine/threonine kinase activity (GO:0071902)	4/257	0.341106229001454985816366161088808439671993255615234375	0.67980082802563968069620159440091811120510101318359375	-0.5077387501761731	0.19596452444190746	EFNA1;ERBB2;MST1R;TPD52L1
detection of external stimulus (GO:0009581)	3/175	0.326335831062922132606018976730410940945148468017578125	0.67980082802563968069620159440091811120510101318359375	-0.503207153389166	0.19421553008404097	CDS1;JUP;SDC4
epithelial tube morphogenesis (GO:0060562)	2/90	0.278857518584664065830480694785364903509616851806640625	0.66783805462583589740432898906874470412731170654296875	-0.4721049166547523	0.1905932719684853	TACSTD2;OVOL2
negative regulation of protein phosphorylation (GO:0001933)	4/260	0.3488109322265857681344414231716655194759368896484375	0.67980082802563968069620159440091811120510101318359375	-0.4933580430564743	0.19041421253273702	CBLC;SFN;EPHA1;PRKCZ
detection of abiotic stimulus (GO:0009582)	3/178	0.335618776219623715650897111117956228554248809814453125	0.67980082802563968069620159440091811120510101318359375	-0.48335304858162553	0.1865527306513022	CDS1;JUP;SDC4
positive regulation of endocytosis (GO:0045807)	2/90	0.278857518584664065830480694785364903509616851806640625	0.66783805462583589740432898906874470412731170654296875	-0.4601753087338216	0.18577717510793496	F2RL1;TSPAN1
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	2/91	0.28304730889697704565577396351727657020092010498046875	0.66973935741843970692599441463244147598743438720703125	-0.4456434225647373	0.17864359082821757	MUC1;MYO6
glycerophospholipid biosynthetic process (GO:0046474)	3/178	0.335618776219623715650897111117956228554248809814453125	0.67980082802563968069620159440091811120510101318359375	-0.4572802548904741	0.17648979451576866	CDS1;SH3YL1;SLC44A3
iron ion homeostasis (GO:0055072)	2/92	0.28723506901858486539680370697169564664363861083984375	0.67110663953955806970697040014783851802349090576171875	-0.44190428766391715	0.17624346224473275	STEAP4;LCN2
regulation of endothelial cell migration (GO:0010594)	2/92	0.28723506901858486539680370697169564664363861083984375	0.67110663953955806970697040014783851802349090576171875	-0.43685690214518014	0.17423042746788378	EFNA1;ANXA3
chemotaxis (GO:0006935)	4/263	0.356518848640978991415551035970565862953662872314453125	0.67980082802563968069620159440091811120510101318359375	-0.43970917141108007	0.16970813954700026	CMTM4;ARHGEF16;ARHGEF5;CXCL16
taxis (GO:0042330)	4/263	0.356518848640978991415551035970565862953662872314453125	0.67980082802563968069620159440091811120510101318359375	-0.43716256268776327	0.1687252620982508	CMTM4;ARHGEF16;ARHGEF5;CXCL16
regulation of immune effector process (GO:0002697)	4/264	0.35908834061031769113725431452621705830097198486328125	0.67980082802563968069620159440091811120510101318359375	-0.4195600429449392	0.1619314741331114	F2RL1;CD46;PRKCZ;AP1M2
negative regulation of intracellular signal transduction (GO:1902532)	5/345	0.362052629632454880947989295236766338348388671875	0.680449138227789518396093626506626605987548828125	-0.41931107716468957	0.16143568780101905	MUC1;WWC1;TNK1;CBLC;F2RL1
macromolecule glycosylation (GO:0043413)	4/264	0.35908834061031769113725431452621705830097198486328125	0.67980082802563968069620159440091811120510101318359375	-0.4115132281956821	0.1588257623373047	MUC1;GALNT3;B3GNT3;FUT1
protein glycosylation (GO:0006486)	4/264	0.35908834061031769113725431452621705830097198486328125	0.67980082802563968069620159440091811120510101318359375	-0.4065235104685782	0.15689995371790744	MUC1;GALNT3;B3GNT3;FUT1
muscle tissue development (GO:0060537)	2/97	0.30812678160263751170333534901146776974201202392578125	0.67980082802563968069620159440091811120510101318359375	-0.39169579056010867	0.15117711479845755	PPP1R13L;MYH14
water-soluble vitamin metabolic process (GO:0006767)	2/90	0.278857518584664065830480694785364903509616851806640625	0.66783805462583589740432898906874470412731170654296875	-0.372959166407971	0.15056718396414617	GSTO2;SLC52A3
regulation of cell cycle phase transition (GO:1901987)	4/264	0.35908834061031769113725431452621705830097198486328125	0.67980082802563968069620159440091811120510101318359375	-0.3856060327346421	0.1488267397368341	MUC1;CHMP4C;OVOL1;TJP3
microtubule-based transport (GO:0010970)	2/95	0.299781360684458209053815380684682168066501617431640625	0.67484820680555801519773240215727128088474273681640625	-0.36153760621489606	0.14218098773400986	KLC3;PRKCZ
maintenance of protein location in cell (GO:0032507)	2/93	0.2914203126571723867499486004817299544811248779296875	0.67401797720392442325731963137513957917690277099609375	-0.3514911219507812	0.138662718972612	CAMSAP3;JUP
establishment of vesicle localization (GO:0051650)	2/95	0.299781360684458209053815380684682168066501617431640625	0.67484820680555801519773240215727128088474273681640625	-0.3486424643355656	0.1371097476254951	RAB17;PRKCZ
negative regulation of cellular component movement (GO:0051271)	3/183	0.351076483779480363889291538725956343114376068115234375	0.67980082802563968069620159440091811120510101318359375	-0.3528329936335435	0.1361778075453588	GPR56;TACSTD2;EPHA1
tube morphogenesis (GO:0035239)	2/101	0.32475689585069511533532704561366699635982513427734375	0.67980082802563968069620159440091811120510101318359375	-0.3290721030557308	0.12700716295543607	TACSTD2;OVOL2
cellular component disassembly (GO:0022411)	5/350	0.373288195162726654796614411679911427199840545654296875	0.6832138184528133706407970748841762542724609375	-0.33057972117982587	0.12593348879344934	DSP;LAMA5;CDH1;LAMC2;DSG2
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	3/186	0.360334525562886531790951494258479215204715728759765625	0.680449138227789518396093626506626605987548828125	-0.3118810528681852	0.12007489194497568	CDH1;SFN;TPD52L1
glycosylation (GO:0070085)	4/273	0.38219656202264984390382096535176970064640045166015625	0.68684599551896485802870984116452746093273162841796875	-0.30423580731140376	0.11428471503797827	MUC1;GALNT3;B3GNT3;FUT1
neurotrophin TRK receptor signaling pathway (GO:0048011)	4/274	0.384760272013998261275702361672301776707172393798828125	0.687752224993648741957485981401987373828887939453125	-0.3035043880563316	0.11360977902183178	ERBB3;ERBB2;ARHGEF16;MAPK13
leukocyte chemotaxis (GO:0030595)	2/100	0.32060799545256635223466901152278296649456024169921875	0.67980082802563968069620159440091811120510101318359375	-0.29004445455023875	0.11194423034134862	ARHGEF5;CXCL16
positive regulation of angiogenesis (GO:0045766)	2/101	0.32475689585069511533532704561366699635982513427734375	0.67980082802563968069620159440091811120510101318359375	-0.2886185265095571	0.1113938856802732	ANXA3;EPHA1
positive regulation of secretion (GO:0051047)	4/273	0.38219656202264984390382096535176970064640045166015625	0.68684599551896485802870984116452746093273162841796875	-0.2921259052275401	0.10973568867246701	P2RY2;F2RL1;PRKCZ;EXPH5
negative regulation of protein kinase activity (GO:0006469)	3/189	0.369574190063595597877110776607878506183624267578125	0.6828768435538348224866922464570961892604827880859375	-0.2836235097037581	0.10818556498949708	CBLC;SFN;EPHA1
aminoglycan biosynthetic process (GO:0006023)	2/100	0.32060799545256635223466901152278296649456024169921875	0.67980082802563968069620159440091811120510101318359375	-0.2753791029082274	0.10628405833497147	SDC4;B3GNT3
glycosaminoglycan biosynthetic process (GO:0006024)	2/99	0.316453073008051866121803641362930648028850555419921875	0.67980082802563968069620159440091811120510101318359375	-0.2722026599948064	0.10505809296453356	SDC4;B3GNT3
positive regulation of growth (GO:0045927)	3/189	0.369574190063595597877110776607878506183624267578125	0.6828768435538348224866922464570961892604827880859375	-0.2729338964241079	0.10410811085536659	ERBB2;SFN;CXCL16
embryo development (GO:0009790)	4/276	0.389884121243666392775395479475264437496662139892578125	0.6889586073547653288784431424573995172977447509765625	-0.27446169309601903	0.10225731449702616	SCEL;LAMA5;GJB3;GRHL2
regulation of embryonic development (GO:0045995)	2/101	0.32475689585069511533532704561366699635982513427734375	0.67980082802563968069620159440091811120510101318359375	-0.24882213788797197	0.0960342536489809	LAMA5;GRHL3
maintenance of location in cell (GO:0051651)	2/103	0.333035068919954435617825083681964315474033355712890625	0.67980082802563968069620159440091811120510101318359375	-0.2444755667845053	0.09435667095719652	CAMSAP3;JUP
regulation of neuron projection development (GO:0010975)	4/275	0.3873228256348639764183872102876193821430206298828125	0.687752224993648741957485981401987373828887939453125	-0.24993873671117756	0.09355872851987353	EFNA1;COBL;RAB17;SSH3
neurotrophin signaling pathway (GO:0038179)	4/278	0.395002535973126123192145087159588001668453216552734375	0.68914100295777480642556156453792937099933624267578125	-0.2474450501484583	0.09212611325460879	ERBB3;ERBB2;ARHGEF16;MAPK13
response to ketone (GO:1901654)	2/105	0.341284563544079266872444122782326303422451019287109375	0.67980082802563968069620159440091811120510101318359375	-0.22711146962782386	0.08765490348230616	CLDN4;DSG2
anion transport (GO:0006820)	6/443	0.39706199406103859228522878765943460166454315185546875	0.68914100295777480642556156453792937099933624267578125	-0.23307535223925008	0.08677613993235407	FXYD3;ATP8B1;STARD10;MYO6;SLC52A3;SERINC2
epidermal growth factor receptor signaling pathway (GO:0007173)	3/193	0.381857141723696502655371887158253230154514312744140625	0.68684599551896485802870984116452746093273162841796875	-0.22878861308484313	0.08594334007361758	GRB7;ERBB3;ERBB2
peptidyl-tyrosine dephosphorylation (GO:0035335)	2/102	0.3288993814126002224185185696114785969257354736328125	0.67980082802563968069620159440091811120510101318359375	-0.2186555912086801	0.08439131134447714	SSH3;PTPN3
protein localization to membrane (GO:0072657)	4/276	0.389884121243666392775395479475264437496662139892578125	0.6889586073547653288784431424573995172977447509765625	-0.22491534188484982	0.08379762797090624	CDH1;MAP7;PRKCZ;CRB3
cytoskeleton-dependent intracellular transport (GO:0030705)	2/104	0.33716358452546602020305499536334536969661712646484375	0.67980082802563968069620159440091811120510101318359375	-0.21573156417594824	0.08326276725221363	KLC3;PRKCZ
alcohol biosynthetic process (GO:0046165)	2/104	0.33716358452546602020305499536334536969661712646484375	0.67980082802563968069620159440091811120510101318359375	-0.2092266008686299	0.0807521413829287	CDS1;SLC44A3
lipid transport (GO:0006869)	3/193	0.381857141723696502655371887158253230154514312744140625	0.68684599551896485802870984116452746093273162841796875	-0.20858101032505563	0.07835245146845367	TMEM30B;ATP8B1;STARD10
positive regulation of behavior (GO:0048520)	2/107	0.3495024983902990101114482968114316463470458984375	0.67980082802563968069620159440091811120510101318359375	-0.1978533878079483	0.07636258811751487	F2RL1;S100A14
regulation of cytokine secretion (GO:0050707)	2/106	0.345397650416570722864406661756220273673534393310546875	0.67980082802563968069620159440091811120510101318359375	-0.19623298257111893	0.07573718392780457	F2RL1;PRKCZ
signal transduction in response to DNA damage (GO:0042770)	2/106	0.345397650416570722864406661756220273673534393310546875	0.67980082802563968069620159440091811120510101318359375	-0.18984833522643443	0.0732729946568532	MUC1;MYO6
ERBB signaling pathway (GO:0038127)	3/196	0.391036142984082901730147341368137858808040618896484375	0.6889586073547653288784431424573995172977447509765625	-0.18331173790389568	0.06829720323585288	GRB7;ERBB3;ERBB2
monocarboxylic acid transport (GO:0015718)	2/104	0.33716358452546602020305499536334536969661712646484375	0.67980082802563968069620159440091811120510101318359375	-0.17667206956146642	0.06818754345963855	ATP8B1;STARD10
cell growth (GO:0016049)	2/106	0.345397650416570722864406661756220273673534393310546875	0.67980082802563968069620159440091811120510101318359375	-0.16733883217518924	0.06458532986993198	COBL;PRKCZ
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	3/196	0.391036142984082901730147341368137858808040618896484375	0.6889586073547653288784431424573995172977447509765625	-0.1732989285077948	0.0645666899249929	CGN;F11R;PRKCZ
negative regulation of cell projection organization (GO:0031345)	2/106	0.345397650416570722864406661756220273673534393310546875	0.67980082802563968069620159440091811120510101318359375	-0.15800120251210653	0.06098142105717003	EFNA1;TACSTD2
multicellular organismal development (GO:0007275)	6/453	0.417291557617237796051767872995696961879730224609375	0.69683856184487125151605368955642916262149810791015625	-0.16246885671513178	0.05868399696426896	EHF;ELF3;PRR15;ITGB6;MST1R;GRHL1
regulation of response to biotic stimulus (GO:0002831)	2/107	0.3495024983902990101114482968114316463470458984375	0.67980082802563968069620159440091811120510101318359375	-0.1447069481998331	0.05585043150159543	F2RL1;AP1M2
positive regulation of JNK cascade (GO:0046330)	2/107	0.3495024983902990101114482968114316463470458984375	0.67980082802563968069620159440091811120510101318359375	-0.14401958215926094	0.05558513885018464	F2RL1;TPD52L1
regulation of wound healing (GO:0061041)	2/107	0.3495024983902990101114482968114316463470458984375	0.67980082802563968069620159440091811120510101318359375	-0.1340638021867355	0.05174265157284512	F2RL1;TC2N
negative regulation of phosphate metabolic process (GO:0045936)	6/458	0.42738295461770159366921006949269212782382965087890625	0.69822543148817095559621748179779388010501861572265625	-0.1380730723193935	0.04959767851091448	CAMSAP3;CBLC;F2RL1;SFN;EPHA1;PRKCZ
visual perception (GO:0007601)	3/195	0.3879799584545995383422223312663845717906951904296875	0.68809794777168542534440121016814373433589935302734375	-0.1322812558709096	0.049449919469632925	CDH3;TACSTD2;CNNM4
regulation of epithelial cell differentiation (GO:0030856)	2/109	0.357686134393058130509501779670245014131069183349609375	0.67980082802563968069620159440091811120510101318359375	-0.12760792070947666	0.04925096910207569	SFN;OVOL2
negative regulation of phosphorus metabolic process (GO:0010563)	6/458	0.42738295461770159366921006949269212782382965087890625	0.69822543148817095559621748179779388010501861572265625	-0.13552451408945967	0.048682202599273965	CAMSAP3;CBLC;F2RL1;SFN;EPHA1;PRKCZ
positive regulation of response to external stimulus (GO:0032103)	3/201	0.4062586962632297460373820285894908010959625244140625	0.68914100295777480642556156453792937099933624267578125	-0.1227614521975425	0.045705240180257074	F2RL1;S100A14;MAPK13
regulation of leukocyte migration (GO:0002685)	2/110	0.361764272115241924954176511164405383169651031494140625	0.680449138227789518396093626506626605987548828125	-0.11848642816565369	0.04561753568579255	F2RL1;S100A14
response to bacterium (GO:0009617)	3/201	0.4062586962632297460373820285894908010959625244140625	0.68914100295777480642556156453792937099933624267578125	-0.10657887390565145	0.039680314486346936	BAIAP2L1;ANXA3;S100A14
sensory perception of light stimulus (GO:0050953)	3/198	0.397137289994411279980823792357114143669605255126953125	0.68914100295777480642556156453792937099933624267578125	-0.10493730380189852	0.039069142538461984	CDH3;TACSTD2;CNNM4
phototransduction (GO:0007602)	2/109	0.357686134393058130509501779670245014131069183349609375	0.67980082802563968069620159440091811120510101318359375	-0.09768364300549613	0.037701531822582214	CDS1;SDC4
negative regulation of kinase activity (GO:0033673)	3/202	0.4092904936421646322486367353121750056743621826171875	0.68972169257026150201994596500298939645290374755859375	-0.10000352547615644	0.037148020284129495	CBLC;SFN;EPHA1
response to interferon-gamma (GO:0034341)	2/108	0.3535987695067352998279375242418609559535980224609375	0.67980082802563968069620159440091811120510101318359375	-0.09564542842242256	0.03691487184962568	IRF6;CXCL16
maintenance of protein location (GO:0045185)	2/108	0.3535987695067352998279375242418609559535980224609375	0.67980082802563968069620159440091811120510101318359375	-0.0951098392658501	0.03670815830978349	CAMSAP3;JUP
negative regulation of cell cycle phase transition (GO:1901988)	3/200	0.403222466671851631492273781987023539841175079345703125	0.68914100295777480642556156453792937099933624267578125	-0.09646662695394057	0.035915430091314746	MUC1;CHMP4C;OVOL1
negative regulation of epithelial cell proliferation (GO:0050680)	2/110	0.361764272115241924954176511164405383169651031494140625	0.680449138227789518396093626506626605987548828125	-0.09059976948329752	0.034881110701984526	CDH1;SFN
response to other organism (GO:0051707)	6/462	0.43543919381460460815702617765055038034915924072265625	0.7065796296577226964785722884698770940303802490234375	-0.09042889926196122	0.03140770860616288	BAIAP2L1;ANXA3;F2RL1;ITGB6;S100A14;MST1R
inflammatory response (GO:0006954)	5/376	0.431548792764869515448111769728711806237697601318359375	0.7041059250374186451182367818546481430530548095703125	-0.08868391596090122	0.0311126653988563	ELF3;F2RL1;ITGB6;F11R;PRKCZ
response to retinoic acid (GO:0032526)	2/111	0.365832870014940636504974236231646500527858734130859375	0.680449138227789518396093626506626605987548828125	-0.07517702216892147	0.02894331903353374	MUC1;MAP7
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	2/115	0.38200589275372764941351988454698584973812103271484375	0.68684599551896485802870984116452746093273162841796875	-0.06476705240581107	0.024329431152302353	F2RL1;PRKCZ
regulation of exocytosis (GO:0017157)	2/112	0.369891623591660501091382684535346925258636474609375	0.6828768435538348224866922464570961892604827880859375	-0.056532320980272756	0.021563731059553164	F2RL1;EXPH5
negative regulation of locomotion (GO:0040013)	3/204	0.415340225196213552738555563337286002933979034423828125	0.69519263789872420833404476070427335798740386962890625	-0.059286869144236275	0.02155470735638917	GPR56;TACSTD2;EPHA1
transcription from RNA polymerase II promoter (GO:0006366)	6/470	0.451493673895432101605962316170916892588138580322265625	0.7155702612268530771189034567214548587799072265625	-0.06435003971335229	0.021536380816932398	EHF;KLF5;ELF3;GRHL3;OVOL1;OVOL2
cation homeostasis (GO:0055080)	6/465	0.441469507092660029545783118010149337351322174072265625	0.70711154634432527021914438591920770704746246337890625	-0.05684221819181723	0.019699628582597103	RAB20;STEAP4;SCNN1A;LCN2;F2RL1;S100A14
glycerolipid biosynthetic process (GO:0045017)	3/202	0.4092904936421646322486367353121750056743621826171875	0.68972169257026150201994596500298939645290374755859375	-0.05043170487610404	0.018733719504193117	CDS1;SH3YL1;SLC44A3
signal transduction by phosphorylation (GO:0023014)	3/202	0.4092904936421646322486367353121750056743621826171875	0.68972169257026150201994596500298939645290374755859375	-0.038929521006958276	0.014461036539784129	SH2D3A;ERBB2;MAPK13
regulation of protein kinase B signaling (GO:0051896)	2/114	0.377978419725242209548099481253302656114101409912109375	0.68684599551896485802870984116452746093273162841796875	-0.03745912193929658	0.0140713386574629	FAM110C;MST1R
regulation of cell shape (GO:0008360)	2/112	0.369891623591660501091382684535346925258636474609375	0.6828768435538348224866922464570961892604827880859375	-0.0343761067087996	0.013112448013619117	MYH14;SHROOM3
cell activation involved in immune response (GO:0002263)	2/112	0.369891623591660501091382684535346925258636474609375	0.6828768435538348224866922464570961892604827880859375	-0.03185436204575053	0.012150551831542511	ANXA3;F2RL1
glycerolipid metabolic process (GO:0046486)	4/296	0.440697020607854927920499221727368421852588653564453125	0.7070627530050617171042404152103699743747711181640625	-0.034658819495292786	0.012013989614645917	CDS1;SH3YL1;SLC44A3;SERINC2
phospholipid biosynthetic process (GO:0008654)	3/206	0.421370549091815094211455061667948029935359954833984375	0.69787865255273906495148139583761803805828094482421875	-0.03273481384628317	0.01177504124859602	CDS1;SH3YL1;SLC44A3
leukocyte activation involved in immune response (GO:0002366)	2/112	0.369891623591660501091382684535346925258636474609375	0.6828768435538348224866922464570961892604827880859375	-0.02920138556471118	0.011138598486049844	ANXA3;F2RL1
regulation of intracellular transport (GO:0032386)	5/394	0.47128869760387004372859109935234300792217254638671875	0.73067297223517513327095684871892444789409637451171875	-0.034626844473363436	0.010865532933084232	TMEM30B;JUP;CDH1;WWC1;SFN
pattern specification process (GO:0007389)	5/385	0.451508993403608227534817842752090655267238616943359375	0.7155702612268530771189034567214548587799072265625	-0.025606731735600883	0.008569945389178999	FOXA1;SHROOM3;COBL;GRHL3;OVOL2
negative regulation of cellular component organization (GO:0051129)	6/474	0.45948599233388531803967680389177985489368438720703125	0.721218519612680797337134208646602928638458251953125	-0.01458007159549235	0.0047649585289729545	FOXA1;EFNA1;TACSTD2;PRKCZ;PROM2;OVOL2
regulation of leukocyte differentiation (GO:1902105)	3/210	0.433368689646057070330442684280569665133953094482421875	0.7049578016555295700840133577003143727779388427734375	-0.005986203913905034	0.002092880651777379	ERBB2;CD46;PRKCZ
regulation of axonogenesis (GO:0050770)	2/114	0.377978419725242209548099481253302656114101409912109375	0.68684599551896485802870984116452746093273162841796875	-0.0011466400441562468	0.000430729807433221	EFNA1;SSH3
regulation of multi-organism process (GO:0043900)	4/306	0.465669661487720321080274743508198298513889312744140625	0.72708967082237963008850556434481404721736907958984375	0.007299887838330039	-0.002326514151030111	SLPI;CHMP4C;F2RL1;AP1M2
regulation of vesicle-mediated transport (GO:0060627)	4/306	0.465669661487720321080274743508198298513889312744140625	0.72708967082237963008850556434481404721736907958984375	0.01157000907645992	-0.0036874251276289042	F2RL1;TSPAN1;PROM2;EXPH5
chromatin modification (GO:0016568)	1/475	0.99591387317223711850289191716001369059085845947265625	0.99591387317223711850289191716001369059085845947265625	1.282413883972307	-0.005250840897348594	FOXA1
immune response-activating signal transduction (GO:0002757)	1/440	0.99383798666659395326661297076498158276081085205078125	0.9951755882637225436582184556755237281322479248046875	1.1567329715719188	-0.0055940610270032755	S100A14
cellular response to hormone stimulus (GO:0032870)	1/462	0.995239734105775486483480563038028776645660400390625	0.99590902780725887311064070672728121280670166015625	1.367777677727945	-0.005607017357466214	PRKCZ
nucleoside monophosphate metabolic process (GO:0009123)	1/427	0.99282412041560996751599077470018528401851654052734375	0.994829825709378834375229416764341294765472412109375	1.3023941515443522	-0.006751071945283962	MYH14
ribonucleoside monophosphate metabolic process (GO:0009161)	1/416	0.99183789649640419217035969268181361258029937744140625	0.994829825709378834375229416764341294765472412109375	1.3058467299278471	-0.006768968681871782	MYH14
cellular amino acid metabolic process (GO:0006520)	1/421	0.992301852423683516946084637311287224292755126953125	0.994829825709378834375229416764341294765472412109375	1.3155014890043224	-0.006819014954778014	SERINC2
neuropeptide signaling pathway (GO:0007218)	2/114	0.377978419725242209548099481253302656114101409912109375	0.68684599551896485802870984116452746093273162841796875	0.018373066617324543	-0.006901753943070529	GPR110;GPR56
